question,answer,priority,category,auto_resolution,source,intent_tag
"My laptop is running slowly and I've noticed that it's overheating, what could be the cause?","1. Check for any dust buildup in your laptop's vents by turning it off and using compressed air to clean out any debris. 2. Make sure your laptop is on a flat surface and not on a soft surface that could block airflow. 3. Check your laptop's cooling system to ensure it's functioning properly. If your laptop has a removable battery, try removing it to see if it improves performance. 4. Consider upgrading your laptop's cooling system or replacing it if it's faulty. 5. If none of the above steps resolve the issue, try resetting your laptop to its default settings by pressing the Windows key + I, clicking on Update & Security, and clicking on Recovery.",medium,Hardware & Peripherals,True,synthetic_groq,laptop_slow
"I've installed a lot of programs on my laptop and it's running slowly, how can I free up space and improve performance?","1. Uninstall any programs you no longer use by pressing the Windows key + I, clicking on Settings, and clicking on Apps & features. 2. Check for any duplicate files and delete them to free up space. Press the Windows key + E to open File Explorer and use the search function to find duplicate files. 3. Consider upgrading to a solid-state drive (SSD) for faster performance and lower power consumption. 4. Run the built-in Disk Cleanup tool to free up space on your hard drive. Press the Windows key + R, type 'cleanmgr', and follow the prompts. 5. If none of the above steps resolve the issue, try resetting your laptop to its default settings by pressing the Windows key + I, clicking on Update & Security, and clicking on Recovery.",medium,Hardware & Peripherals,True,synthetic_groq,laptop_slow
"My laptop is running slowly and I've noticed that it's taking a long time to load web pages, what could be the cause?","1. Check your internet connection to ensure it's stable and fast. Restart your router and modem if necessary. 2. Clear your browser's cache and cookies to free up space and improve performance. Press the Ctrl + Shift + Delete keys to open the browser's settings and clear the cache and cookies. 3. Disable any unnecessary browser extensions that may be slowing down your browser. Press the Ctrl + Shift + E keys to open the browser's extensions menu and disable any unnecessary extensions. 4. Consider upgrading your laptop's RAM to improve multitasking performance and loading web pages faster. 5. If none of the above steps resolve the issue, try resetting your laptop to its default settings by pressing the Windows key + I, clicking on Update & Security, and clicking on Recovery.",medium,Hardware & Peripherals,True,synthetic_groq,laptop_slow
"My keyboard or mouse is not responding or not detected by the computer, what should I do?","1. Check if the keyboard or mouse is properly connected to the computer. Ensure that the USB cable is securely plugged into both the device and the computer. 2. Restart the computer and try using the keyboard or mouse again. Sometimes, a simple reboot can resolve connectivity issues. 3. Try using a different USB port on the computer to rule out any issues with the current port. 4. If you're using a wireless keyboard or mouse, check the battery level and ensure that the receiver is properly connected to the computer. 5. If none of the above steps resolve the issue, try updating the computer's drivers for the keyboard or mouse by going to the Device Manager, finding the device, and clicking 'Update driver'. 6. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_mouse_not_working
Why is my keyboard or mouse not working after I upgraded my computer's operating system?,"1. Check if the keyboard or mouse drivers are compatible with the new operating system. You can check for updates by going to the Device Manager, finding the device, and clicking 'Update driver'. 2. If the drivers are not available, try uninstalling and reinstalling the keyboard or mouse drivers. 3. If the issue persists, try using a different keyboard or mouse to rule out any issues with the device itself. 4. Check if any other devices are not working properly after the upgrade and try to troubleshoot those issues first. 5. If none of the above steps resolve the issue, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_mouse_not_working
"My keyboard or mouse is not responding when I'm using it with a specific application or game, what could be the cause?","1. Check if the application or game is using a different keyboard or mouse configuration. You can check the application's settings to see if it's using a custom keyboard or mouse layout. 2. Try disabling any keyboard or mouse macros or custom settings in the application or game. 3. If you're using a gaming keyboard or mouse, check if the device is in 'gaming mode' or if any custom settings are enabled. 4. Try using a different keyboard or mouse to rule out any issues with the device itself. 5. If none of the above steps resolve the issue, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_mouse_not_working
Why is my wireless keyboard or mouse not connecting to the computer?,"1. Check if the wireless keyboard or mouse is properly paired with the receiver. You can check the device's documentation for instructions on how to pair the device. 2. Try moving the receiver to a different location to rule out any interference from other devices. 3. Check if the battery level is low and replace the batteries if necessary. 4. Try restarting the computer and the wireless keyboard or mouse to see if it resolves the issue. 5. If none of the above steps resolve the issue, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_mouse_not_working
"My keyboard or mouse is not working after I spilled liquid on it, what should I do?","1. Turn off the computer immediately to prevent any further damage. 2. Unplug the keyboard or mouse from the computer to prevent any electrical shock. 3. Dry the keyboard or mouse with a soft cloth, paying extra attention to any areas that were exposed to the liquid. 4. Let the keyboard or mouse air dry for at least 24 hours before attempting to use it. 5. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_mouse_not_working
What do I need to do first when I get my new company laptop?,"1. First, ensure your laptop is turned off and the power cord is securely plugged in. 2. Press the power button to turn it on and follow the on-screen instructions to select your language and keyboard layout. 3. Connect to the company Wi-Fi network using the password provided by your supervisor or HR representative. 4. Once connected, open a web browser and navigate to the company's intranet portal (https://intranet.company.com) to access your employee account. 5. Log in with your company email address and password to access your employee dashboard. 6. Update your laptop's operating system and software to the latest version by clicking on the 'Update' button in the system tray. 7. If the issue persists, contact the IT helpdesk.",high,Onboarding,True,synthetic_groq,new_employee_setup
How do I set up my company email account on my new laptop?,"1. Open the Microsoft Outlook application on your laptop and click on 'File' in the top left corner. 2. Select 'Add Account' and enter your company email address and password. 3. Click 'Connect' to authenticate your account and allow Outlook to sync with the company's email server. 4. Once connected, you will be able to access your company email and calendar. 5. If you encounter any issues during the setup process, ensure that your email address and password are correct and that your laptop is connected to the company Wi-Fi network. 6. If the issue persists, contact the IT helpdesk.",high,Onboarding,True,synthetic_groq,new_employee_setup
What are the steps to set up my company laptop for the first time?,"1. First, remove any packaging materials and stickers from your laptop. 2. Charge your laptop's battery by plugging in the power cord and letting it charge for at least 30 minutes. 3. Turn on your laptop and follow the on-screen instructions to select your language and keyboard layout. 4. Connect to the company Wi-Fi network using the password provided by your supervisor or HR representative. 5. Once connected, open a web browser and navigate to the company's intranet portal (https://intranet.company.com) to access your employee account. 6. Log in with your company email address and password to access your employee dashboard. 7. If the issue persists, contact the IT helpdesk.",high,Onboarding,True,synthetic_groq,new_employee_setup
How do I access the company's intranet portal on my new laptop?,"1. Open a web browser on your laptop and navigate to the company's intranet portal (https://intranet.company.com). 2. Enter your company email address and password to log in to the portal. 3. Once logged in, you will be able to access various company resources, including employee information, company policies, and departmental websites. 4. If you encounter any issues during the login process, ensure that your email address and password are correct and that your laptop is connected to the company Wi-Fi network. 5. If the issue persists, contact the IT helpdesk.",high,Onboarding,True,synthetic_groq,new_employee_setup
What are the initial steps I should take when I receive my new company laptop?,"1. First, unbox your laptop and remove any packaging materials and stickers. 2. Charge your laptop's battery by plugging in the power cord and letting it charge for at least 30 minutes. 3. Turn on your laptop and follow the on-screen instructions to select your language and keyboard layout. 4. Connect to the company Wi-Fi network using the password provided by your supervisor or HR representative. 5. Once connected, open a web browser and navigate to the company's intranet portal (https://intranet.company.com) to access your employee account. 6. Log in with your company email address and password to access your employee dashboard. 7. If the issue persists, contact the IT helpdesk.",high,Onboarding,True,synthetic_groq,new_employee_setup
What are the steps to configure a new replacement company laptop with all required software and settings?,"1. Ensure the laptop is properly set up with the company's domain and network credentials by following these steps: - Go to Settings > Accounts > Work or school, and enter your company email address and password. - Click Next and follow the prompts to complete the setup process. 2. Install the required software by visiting the company's software portal and downloading the necessary applications. - Once downloaded, run the installers and follow the on-screen instructions to complete the installation process. 3. Configure the laptop's security settings by enabling the firewall and antivirus software. - Go to Settings > Update & Security > Windows Security, and ensure the firewall and antivirus software are turned on. 4. Set up the laptop's backup and restore settings by configuring the backup drive and schedule. - Go to Settings > Update & Security > Backup, and select the drive and schedule you prefer. 5. Test the laptop's connectivity by verifying the internet connection and company network access. - Open a web browser and navigate to a company-approved website to test the internet connection. 6. If the issue persists, contact the IT helpdesk.",medium,Onboarding,True,synthetic_groq,new_laptop_setup
How do I set up a new replacement company laptop with all the necessary software and settings?,"1. First, ensure the laptop is properly set up with the company's domain and network credentials. - Go to Settings > Accounts > Work or school, and enter your company email address and password. - Click Next and follow the prompts to complete the setup process. 2. Next, install the required software by visiting the company's software portal and downloading the necessary applications. - Once downloaded, run the installers and follow the on-screen instructions to complete the installation process. 3. Configure the laptop's security settings by enabling the firewall and antivirus software. - Go to Settings > Update & Security > Windows Security, and ensure the firewall and antivirus software are turned on. 4. Set up the laptop's backup and restore settings by configuring the backup drive and schedule. - Go to Settings > Update & Security > Backup, and select the drive and schedule you prefer. 5. Finally, test the laptop's connectivity by verifying the internet connection and company network access. - Open a web browser and navigate to a company-approved website to test the internet connection. 6. If the issue persists, contact the IT helpdesk.",medium,Onboarding,True,synthetic_groq,new_laptop_setup
What steps should I take to configure my new replacement company laptop with all the required software and settings?,"1. Begin by setting up the laptop with the company's domain and network credentials. - Go to Settings > Accounts > Work or school, and enter your company email address and password. - Click Next and follow the prompts to complete the setup process. 2. Next, download and install the required software from the company's software portal. - Once downloaded, run the installers and follow the on-screen instructions to complete the installation process. 3. Configure the laptop's security settings by enabling the firewall and antivirus software. - Go to Settings > Update & Security > Windows Security, and ensure the firewall and antivirus software are turned on. 4. Set up the laptop's backup and restore settings by configuring the backup drive and schedule. - Go to Settings > Update & Security > Backup, and select the drive and schedule you prefer. 5. Test the laptop's connectivity by verifying the internet connection and company network access. - Open a web browser and navigate to a company-approved website to test the internet connection. 6. If the issue persists, contact the IT helpdesk.",medium,Onboarding,True,synthetic_groq,new_laptop_setup
How do I get my new replacement company laptop set up with all the necessary software and settings?,"1. First, ensure the laptop is properly set up with the company's domain and network credentials. - Go to Settings > Accounts > Work or school, and enter your company email address and password. - Click Next and follow the prompts to complete the setup process. 2. Next, install the required software by visiting the company's software portal and downloading the necessary applications. - Once downloaded, run the installers and follow the on-screen instructions to complete the installation process. 3. Configure the laptop's security settings by enabling the firewall and antivirus software. - Go to Settings > Update & Security > Windows Security, and ensure the firewall and antivirus software are turned on. 4. Set up the laptop's backup and restore settings by configuring the backup drive and schedule. - Go to Settings > Update & Security > Backup, and select the drive and schedule you prefer. 5. Test the laptop's connectivity by verifying the internet connection and company network access. - Open a web browser and navigate to a company-approved website to test the internet connection. 6. If the issue persists, contact the IT helpdesk.",medium,Onboarding,True,synthetic_groq,new_laptop_setup
What are the necessary steps to configure a new replacement company laptop with all the required software and settings?,"1. Start by setting up the laptop with the company's domain and network credentials. - Go to Settings > Accounts > Work or school, and enter your company email address and password. - Click Next and follow the prompts to complete the setup process. 2. Next, download and install the required software from the company's software portal. - Once downloaded, run the installers and follow the on-screen instructions to complete the installation process. 3. Configure the laptop's security settings by enabling the firewall and antivirus software. - Go to Settings > Update & Security > Windows Security, and ensure the firewall and antivirus software are turned on. 4. Set up the laptop's backup and restore settings by configuring the backup drive and schedule. - Go to Settings > Update & Security > Backup, and select the drive and schedule you prefer. 5. Test the laptop's connectivity by verifying the internet connection and company network access. - Open a web browser and navigate to a company-approved website to test the internet connection. 6. If the issue persists, contact the IT helpdesk.",medium,Onboarding,True,synthetic_groq,new_laptop_setup
How do I create a professional email signature in Outlook?,"1. Open Outlook and click on the ""File"" tab in the top left corner. 2. Click on ""Options"" and then select ""Mail"" from the left-hand menu. 3. Scroll down to the ""Compose messages"" section and click on the ""Signatures"" button. 4. Click on the ""New"" button to create a new signature, then enter a name for the signature in the ""Signature name"" field. 5. In the ""Edit signature"" field, type in your desired signature, including your name, title, company, and contact information. 6. Click ""OK"" to save the signature. 7. To add the signature to your emails, select the signature from the ""Choose a signature to always include below your typed message"" dropdown menu. 8. If the issue persists, contact the IT helpdesk.",low,Software & Applications,True,synthetic_groq,email_signature_setup
"I want to update my email signature in Outlook, but I'm not sure how to do it. Can you help?","1. Open Outlook and click on the ""File"" tab in the top left corner. 2. Click on ""Options"" and then select ""Mail"" from the left-hand menu. 3. Scroll down to the ""Compose messages"" section and click on the ""Signatures"" button. 4. Select the signature you want to edit from the list of available signatures. 5. In the ""Edit signature"" field, update your signature as needed, including your name, title, company, and contact information. 6. Click ""OK"" to save the changes. 7. To update the signature for all new emails, select the updated signature from the ""Choose a signature to always include below your typed message"" dropdown menu. 8. If the issue persists, contact the IT helpdesk.",low,Software & Applications,True,synthetic_groq,email_signature_setup
Can I add a logo to my email signature in Outlook?,"1. Open Outlook and click on the ""File"" tab in the top left corner. 2. Click on ""Options"" and then select ""Mail"" from the left-hand menu. 3. Scroll down to the ""Compose messages"" section and click on the ""Signatures"" button. 4. Select the signature you want to edit from the list of available signatures. 5. In the ""Edit signature"" field, click on the ""Insert Picture"" button and browse to the location of your logo. 6. Select the logo and click ""Insert"" to add it to your signature. 7. You can resize the logo by dragging the corners of the image. 8. Click ""OK"" to save the changes. 9. If the issue persists, contact the IT helpdesk.",low,Software & Applications,True,synthetic_groq,email_signature_setup
How do I remove a signature from an individual email in Outlook?,"1. Open the email you want to remove the signature from. 2. Click on the ""Message"" tab in the top left corner. 3. Click on the ""Signature"" button in the ""Include"" group. 4. Select ""Edit Signature"" from the dropdown menu. 5. In the ""Edit signature"" field, delete the signature text. 6. Click ""OK"" to save the changes. 7. The signature will be removed from the individual email. 8. If the issue persists, contact the IT helpdesk.",low,Software & Applications,True,synthetic_groq,email_signature_setup
Can I use a template to create a new email signature in Outlook?,"1. Open Outlook and click on the ""File"" tab in the top left corner. 2. Click on ""Options"" and then select ""Mail"" from the left-hand menu. 3. Scroll down to the ""Compose messages"" section and click on the ""Signatures"" button. 4. Click on the ""New"" button to create a new signature. 5. In the ""Edit signature"" field, click on the ""Insert Placeholder"" button and select the type of placeholder you want to insert (e.g. name, title, company). 6. Type in the desired text for the placeholder. 7. Click ""OK"" to save the signature. 8. You can then use the placeholder in your signature. 9. If the issue persists, contact the IT helpdesk.",low,Software & Applications,True,synthetic_groq,email_signature_setup
My Outlook mailbox is full and I'm unable to send or receive new emails. How do I free up space?,"1. Open Outlook and click on the 'File' tab. Select 'Manage Storage' from the navigation pane. 2. In the 'Mailbox Cleanup' dialog box, click on the 'Calendar' and 'Tasks' tabs to view their storage sizes. 3. Delete any unnecessary calendar events or tasks to free up space. 4. Next, click on the 'Find & Delete Old Items' button to search for and delete old emails. 5. Set up automatic archiving to move older emails to an archive folder, freeing up space in your primary mailbox. 6. If you're still unable to send or receive emails, try deleting large attachments from your inbox. 7. If the issue persists, contact the IT helpdesk.",medium,Software & Applications,True,synthetic_groq,mailbox_full
I've been getting an error message saying my Outlook mailbox is full. What can I do to resolve this issue?,"1. Check your mailbox size by going to the 'File' tab and selecting 'Account Settings'. 2. Click on the 'Data Files' tab and note the size of your mailbox. 3. Delete any unnecessary emails, contacts, or calendar events to free up space. 4. Consider setting up automatic archiving to move older emails to an archive folder. 5. If you're still unable to send or receive emails, try deleting large attachments from your inbox. 6. If the issue persists, contact the IT helpdesk.",medium,Software & Applications,True,synthetic_groq,mailbox_full
I'm unable to send or receive new emails in Outlook because my mailbox is full. How do I empty it?,"1. Open Outlook and click on the 'File' tab. Select 'Manage Storage' from the navigation pane. 2. In the 'Mailbox Cleanup' dialog box, click on the 'Find & Delete Old Items' button to search for and delete old emails. 3. Set up automatic archiving to move older emails to an archive folder, freeing up space in your primary mailbox. 4. Delete any unnecessary calendar events or tasks to free up space. 5. Consider deleting large attachments from your inbox. 6. If the issue persists, contact the IT helpdesk.",medium,Software & Applications,True,synthetic_groq,mailbox_full
I've run out of space in my Outlook mailbox and can't send or receive new emails. What steps can I take to recover my mailbox?,"1. Check your mailbox size by going to the 'File' tab and selecting 'Account Settings'. 2. Click on the 'Data Files' tab and note the size of your mailbox. 3. Delete any unnecessary emails, contacts, or calendar events to free up space. 4. Set up automatic archiving to move older emails to an archive folder. 5. Consider deleting large attachments from your inbox. 6. If you're still unable to send or receive emails, try emptying your 'Deleted Items' folder. 7. If the issue persists, contact the IT helpdesk.",medium,Software & Applications,True,synthetic_groq,mailbox_full
My Outlook mailbox is full and I'm unable to send or receive new emails. How do I recover my mailbox and get back to work?,"1. Open Outlook and click on the 'File' tab. Select 'Manage Storage' from the navigation pane. 2. In the 'Mailbox Cleanup' dialog box, click on the 'Calendar' and 'Tasks' tabs to view their storage sizes. 3. Delete any unnecessary calendar events or tasks to free up space. 4. Set up automatic archiving to move older emails to an archive folder, freeing up space in your primary mailbox. 5. Consider deleting large attachments from your inbox. 6. If you're still unable to send or receive emails, try emptying your 'Deleted Items' folder. 7. If the issue persists, contact the IT helpdesk.",medium,Software & Applications,True,synthetic_groq,mailbox_full
Why are my legitimate emails being sent to the spam or junk folder?,"1. Check your email sender's reputation by looking for any recent complaints or blacklisting issues. You can use online tools like Sender Score or Email Reputation to check your sender's reputation. 2. Verify that your email domain is not blacklisted by checking the IP address of your email server. You can use online tools like MXToolbox or Blacklist Check to check for blacklisting issues. 3. Ensure that your email content does not contain any spam trigger words or phrases that may be causing your emails to be flagged as spam. You can check the spam trigger words list on your email provider's website. 4. Check your email authentication settings, such as SPF, DKIM, and DMARC, to ensure they are properly configured. You can check your email provider's documentation for instructions on how to set up these authentication settings. 5. If you're using a third-party email service, check with your email service provider to see if they have any specific requirements or recommendations for sending emails to avoid spam filters.",medium,Software & Applications,True,synthetic_groq,email_blocked_spam
How can I prevent my legitimate emails from being blocked or sent to the spam folder?,"1. Make sure your email address is not on any blacklists by checking with your email service provider. You can also use online tools like Blacklist Check to check for blacklisting issues. 2. Verify that your email domain is properly configured with SPF, DKIM, and DMARC authentication settings. You can check your email provider's documentation for instructions on how to set up these authentication settings. 3. Ensure that your email content is not too promotional or spammy, and avoid using spam trigger words or phrases. You can check the spam trigger words list on your email provider's website. 4. Use a reputable email service provider that has a good reputation with spam filters. You can check the sender reputation of your email service provider using online tools like Sender Score. 5. If you're using a third-party email service, check with your email service provider to see if they have any specific requirements or recommendations for sending emails to avoid spam filters.",medium,Software & Applications,True,synthetic_groq,email_blocked_spam
Why are my emails being flagged as spam by my email provider?,"1. Check your email content for spam trigger words or phrases that may be causing your emails to be flagged as spam. You can check the spam trigger words list on your email provider's website. 2. Verify that your email authentication settings, such as SPF, DKIM, and DMARC, are properly configured. You can check your email provider's documentation for instructions on how to set up these authentication settings. 3. Ensure that your email sender's reputation is good by checking for any recent complaints or blacklisting issues. You can use online tools like Sender Score or Email Reputation to check your sender's reputation. 4. Check your email domain to ensure it is not blacklisted by checking the IP address of your email server. You can use online tools like MXToolbox or Blacklist Check to check for blacklisting issues. 5. If you're using a third-party email service, check with your email service provider to see if they have any specific requirements or recommendations for sending emails to avoid spam filters.",medium,Software & Applications,True,synthetic_groq,email_blocked_spam
How can I ensure my legitimate emails are delivered to the inbox instead of the spam folder?,"1. Verify that your email authentication settings, such as SPF, DKIM, and DMARC, are properly configured. You can check your email provider's documentation for instructions on how to set up these authentication settings. 2. Ensure that your email content does not contain any spam trigger words or phrases that may be causing your emails to be flagged as spam. You can check the spam trigger words list on your email provider's website. 3. Check your email sender's reputation by looking for any recent complaints or blacklisting issues. You can use online tools like Sender Score or Email Reputation to check your sender's reputation. 4. Verify that your email domain is not blacklisted by checking the IP address of your email server. You can use online tools like MXToolbox or Blacklist Check to check for blacklisting issues. 5. If you're using a third-party email service, check with your email service provider to see if they have any specific requirements or recommendations for sending emails to avoid spam filters.",medium,Software & Applications,True,synthetic_groq,email_blocked_spam
Why are my emails being sent to the junk folder even though they are legitimate?,"1. Check your email content for spam trigger words or phrases that may be causing your emails to be flagged as spam. You can check the spam trigger words list on your email provider's website. 2. Verify that your email authentication settings, such as SPF, DKIM, and DMARC, are properly configured. You can check your email provider's documentation for instructions on how to set up these authentication settings. 3. Ensure that your email sender's reputation is good by checking for any recent complaints or blacklisting issues. You can use online tools like Sender Score or Email Reputation to check your sender's reputation. 4. Check your email domain to ensure it is not blacklisted by checking the IP address of your email server. You can use online tools like MXToolbox or Blacklist Check to check for blacklisting issues. 5. If you're using a third-party email service, check with your email service provider to see if they have any specific requirements or recommendations for sending emails to avoid spam filters. If the issue persists, contact the IT helpdesk.",medium,Software & Applications,True,synthetic_groq,email_blocked_spam
What should I do if my antivirus software detects a threat or suspicious file on my workstation?,"1. Immediately disconnect from the internet or any network connection to prevent the threat from spreading. 2. Do not attempt to open, run, or delete the suspicious file. 3. Run a full scan of your workstation using your antivirus software to ensure the threat is isolated. 4. If the antivirus software prompts you to quarantine or remove the threat, follow the on-screen instructions to do so. 5. Restart your workstation to ensure the threat is fully removed. 6. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,virus_detected
My antivirus software has flagged a file as suspicious - what should I do next?,"1. Leave the file alone and do not attempt to interact with it in any way. 2. Run a full scan of your workstation using your antivirus software to ensure the threat is isolated. 3. If the antivirus software prompts you to quarantine or remove the threat, follow the on-screen instructions to do so. 4. Update your antivirus software to the latest version to ensure you have the most up-to-date protection. 5. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,virus_detected
What should I do if my antivirus software detects a threat on my workstation and I'm not sure what to do?,"1. Stay calm and do not panic. 2. Immediately disconnect from the internet or any network connection to prevent the threat from spreading. 3. Run a full scan of your workstation using your antivirus software to ensure the threat is isolated. 4. If the antivirus software prompts you to quarantine or remove the threat, follow the on-screen instructions to do so. 5. Restart your workstation to ensure the threat is fully removed. 6. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,virus_detected
I've been notified by my antivirus software that there's a threat on my workstation - what's the next step?,"1. Take a screenshot of the notification and save it for reference. 2. Run a full scan of your workstation using your antivirus software to ensure the threat is isolated. 3. If the antivirus software prompts you to quarantine or remove the threat, follow the on-screen instructions to do so. 4. Update your antivirus software to the latest version to ensure you have the most up-to-date protection. 5. Restart your workstation to ensure the threat is fully removed. 6. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,virus_detected
My antivirus software has detected a threat on my workstation - what should I do to resolve the issue?,"1. Disconnect from the internet or any network connection to prevent the threat from spreading. 2. Run a full scan of your workstation using your antivirus software to ensure the threat is isolated. 3. If the antivirus software prompts you to quarantine or remove the threat, follow the on-screen instructions to do so. 4. Update your antivirus software to the latest version to ensure you have the most up-to-date protection. 5. Restart your workstation to ensure the threat is fully removed. 6. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,virus_detected
What should I do if I receive an email that asks me to click on a link or download an attachment from an unknown sender?,"1. Do not click on any links or download any attachments from the email. 2. Report the email to the IT helpdesk by forwarding it to [helpdesk email] with the subject 'Suspicious Email - Phishing Attempt'. 3. If you have already clicked on a link or downloaded an attachment, immediately run a full system scan using an anti-virus software to check for any malware. 4. Change your password for all accounts that may have been compromised. 5. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,suspicious_email
How do I identify a phishing email in my inbox?,"1. Check the sender's email address to see if it matches the company's domain. 2. Look for spelling and grammar mistakes in the email. 3. Be cautious of emails that create a sense of urgency or panic. 4. Verify the authenticity of the email by contacting the sender directly. 5. If you're still unsure, report the email to the IT helpdesk. 6. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,suspicious_email
What if I accidentally clicked on a phishing link in an email?,"1. Immediately disconnect from the internet to prevent any further damage. 2. Run a full system scan using an anti-virus software to check for any malware. 3. Change your password for all accounts that may have been compromised. 4. Notify the IT helpdesk of the incident and provide them with any relevant information. 5. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,suspicious_email
Can I report a phishing email to the IT helpdesk even if I'm not sure if it's a real threat?,"1. Yes, it's always better to err on the side of caution and report the email. 2. Forward the email to [helpdesk email] with a brief description of why you think it's suspicious. 3. The IT helpdesk will investigate the email and take necessary action. 4. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,suspicious_email
How do I prevent myself from falling victim to phishing emails in the future?,"1. Be cautious of emails that ask for sensitive information or create a sense of urgency. 2. Verify the authenticity of emails by contacting the sender directly. 3. Use strong and unique passwords for all accounts. 4. Keep your anti-virus software up to date and run regular system scans. 5. Report any suspicious emails to the IT helpdesk. 6. If the issue persists, contact the IT helpdesk.",high,Security,True,synthetic_groq,suspicious_email
How do I check if BitLocker is enabled on my company laptop?,"1. Click on the Start button and select Settings. 2. In the Settings window, click on 'Update & Security'. 3. In the Update & Security window, click on 'Device encryption'. 4. If BitLocker is enabled, you will see a message indicating that your device is encrypted. 5. If BitLocker is not enabled, you will see a message explaining how to enable it. 6. To enable BitLocker, click on the 'Turn on' button and follow the prompts. 7. If the issue persists, contact the IT helpdesk.",medium,Security,True,synthetic_groq,disk_encryption
I'm concerned about the security of my company laptop's data. How do I enable BitLocker disk encryption?,"1. Click on the Start button and select Settings. 2. In the Settings window, click on 'Update & Security'. 3. In the Update & Security window, click on 'Device encryption'. 4. Click on the 'Turn on' button to enable BitLocker. 5. Choose the encryption method (e.g., TPM or software-based encryption). 6. Select the drive you want to encrypt (e.g., C: drive). 7. Choose a password or use a smart card to unlock the drive. 8. Click 'Next' and follow the prompts to complete the encryption process. 9. If the issue persists, contact the IT helpdesk.",medium,Security,True,synthetic_groq,disk_encryption
"I'm trying to troubleshoot a problem with my company laptop, and I need to check the BitLocker status. Where do I find this information?","1. Press the Windows key + R to open the Run dialog box. 2. Type 'manage-bde -status' and press Enter. 3. This will display the BitLocker status for each drive on your laptop. 4. Look for the drive you're interested in and check the status (e.g., 'On' or 'Off'). 5. If the issue persists, contact the IT helpdesk.",medium,Security,True,synthetic_groq,disk_encryption
I'm concerned about data security on my company laptop. How do I check if my laptop is encrypted with BitLocker?,"1. Click on the Start button and select Settings. 2. In the Settings window, click on 'Update & Security'. 3. In the Update & Security window, click on 'Device encryption'. 4. If BitLocker is enabled, you will see a message indicating that your device is encrypted. 5. To verify the encryption status, right-click on the drive you want to check (e.g., C: drive) and select 'Properties'. 6. In the Properties window, click on the 'General' tab and look for the 'BitLocker status' section. 7. If the issue persists, contact the IT helpdesk.",medium,Security,True,synthetic_groq,disk_encryption
"My company laptop is running low on storage space, how can I free up some space?","1. Open the 'File Explorer' and navigate to the 'This PC' or 'Computer' section. 2. Look for the 'Local Disk (C:) or other storage devices' and right-click on it. 3. Select 'Properties' to view the available storage space. 4. Check for any large files or folders that can be deleted or moved to an external storage device. 5. Use the 'Disk Cleanup' tool to remove temporary files, system files, and other items you don't need. 6. Consider uninstalling any unused applications or software to free up space. 7. If you have any external hard drives or cloud storage, move your files to those devices to free up space on your laptop. 8. Finally, check for any malware or viruses that may be consuming space on your laptop. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
"I'm getting a low disk space warning on my company laptop, what should I do?","1. Open the 'Task Manager' by pressing 'Ctrl + Shift + Esc' or right-clicking on the taskbar and selecting 'Task Manager'. 2. Click on the 'Performance' tab and then click on 'Disk' to view the disk usage. 3. Look for any processes or applications that are consuming a lot of disk space. 4. Close any unnecessary applications or background processes to free up space. 5. Use the 'Disk Cleanup' tool to remove temporary files, system files, and other items you don't need. 6. Consider uninstalling any unused applications or software to free up space. 7. If you have any external hard drives or cloud storage, move your files to those devices to free up space on your laptop. 8. Finally, check for any malware or viruses that may be consuming space on your laptop. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
"My company laptop is running out of storage space, how can I identify what's taking up space?","1. Open the 'File Explorer' and navigate to the 'This PC' or 'Computer' section. 2. Look for the 'Local Disk (C:) or other storage devices' and right-click on it. 3. Select 'Properties' to view the available storage space. 4. Click on the 'Disk Cleanup' tool to view the disk usage. 5. Look for any large files or folders that can be deleted or moved to an external storage device. 6. Use the 'System Properties' to view the disk usage by file type. 7. Check for any system files, temporary files, or other items that can be deleted or moved. 8. If you have any external hard drives or cloud storage, move your files to those devices to free up space on your laptop. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
