question,answer,priority,category,auto_resolution,source,intent_tag
"I'm getting a low disk space warning on my company laptop, what should I do?","1. Open the 'Task Manager' by pressing 'Ctrl + Shift + Esc' or right-clicking on the taskbar and selecting 'Task Manager'. 2. Click on the 'Performance' tab and then click on 'Disk' to view the disk usage. 3. Look for any processes or applications that are consuming a lot of disk space. 4. Close any unnecessary applications or background processes to free up space. 5. Use the 'Disk Cleanup' tool to remove temporary files, system files, and other items you don't need. 6. Consider uninstalling any unused applications or software to free up space. 7. If you have any external hard drives or cloud storage, move your files to those devices to free up space on your laptop. 8. Finally, check for any malware or viruses that may be consuming space on your laptop. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
"My company laptop is running out of storage space, how can I identify what's taking up space?","1. Open the 'File Explorer' and navigate to the 'This PC' or 'Computer' section. 2. Look for the 'Local Disk (C:) or other storage devices' and right-click on it. 3. Select 'Properties' to view the available storage space. 4. Click on the 'Disk Cleanup' tool to view the disk usage. 5. Look for any large files or folders that can be deleted or moved to an external storage device. 6. Use the 'System Properties' to view the disk usage by file type. 7. Check for any system files, temporary files, or other items that can be deleted or moved. 8. If you have any external hard drives or cloud storage, move your files to those devices to free up space on your laptop. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
I'm trying to free up disk space on my company laptop but I'm not sure where to start?,"1. Open the 'File Explorer' and navigate to the 'This PC' or 'Computer' section. 2. Look for the 'Local Disk (C:) or other storage devices' and right-click on it. 3. Select 'Properties' to view the available storage space. 4. Check for any large files or folders that can be deleted or moved to an external storage device. 5. Use the 'Disk Cleanup' tool to remove temporary files, system files, and other items you don't need. 6. Consider uninstalling any unused applications or software to free up space. 7. If you have any external hard drives or cloud storage, move your files to those devices to free up space on your laptop. 8. Finally, check for any malware or viruses that may be consuming space on your laptop. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
"My company laptop is running low on storage space, how can I move files to an external storage device?","1. Connect an external hard drive or USB drive to your laptop. 2. Open the 'File Explorer' and navigate to the folder or file you want to move. 3. Right-click on the folder or file and select 'Copy' or 'Cut'. 4. Navigate to the external storage device and right-click on it. 5. Select 'Paste' to move the folder or file to the external storage device. 6. Repeat the process for any other files or folders you want to move. 7. Once you've moved all the files you want, disconnect the external storage device. 8. If the issue persists, contact the IT helpdesk.",medium,Data & Storage,True,synthetic_groq,disk_space_low
I accidentally deleted a file from the shared drive and I need to recover it. What should I do?,"1. Immediately stop using the shared drive and do not save any new files to it. 2. Open the File History settings on your computer by searching for 'File History' in the Start menu. 3. Check if the deleted file is listed in the File History backup and select it to restore. 4. If the file is not in the File History backup, try using the 'Previous Versions' tab in the Properties window of the shared drive to see if an older version of the file exists. 5. If you still cannot find the file, contact the IT helpdesk for further assistance. If the issue persists, contact the IT helpdesk.",high,Data & Storage,True,synthetic_groq,file_recovery
I deleted a file from my local disk by mistake and now it's gone. Can I recover it?,"1. Connect an external hard drive or a USB drive to your computer and make sure it's large enough to hold the deleted file. 2. Download and install a file recovery software such as Recuva or EaseUS Data Recovery Wizard. 3. Run the software and select the drive where the file was deleted to scan for recoverable files. 4. Once the scan is complete, browse through the list of recoverable files and select the one you want to recover. 5. Preview the file to ensure it's the correct one and then recover it to the external hard drive or USB drive. If the issue persists, contact the IT helpdesk.",high,Data & Storage,True,synthetic_groq,file_recovery
I need to recover a file that was deleted from a shared drive that's used by multiple users. What are my options?,"1. Check with the shared drive's administrator to see if they have a backup of the deleted file. 2. If the administrator does not have a backup, try using the 'Previous Versions' tab in the Properties window of the shared drive to see if an older version of the file exists. 3. If you still cannot find the file, contact the IT helpdesk for further assistance. 4. In the meantime, try to recreate the file from scratch or retrieve any relevant information from other sources. 5. Once the file is recovered, make sure to save it to a secure location and inform the shared drive's administrator. If the issue persists, contact the IT helpdesk.",high,Data & Storage,True,synthetic_groq,file_recovery
I deleted a file from my computer and I think it's still in the Recycle Bin. How do I recover it?,"1. Open the Recycle Bin on your computer by searching for 'Recycle Bin' in the Start menu. 2. Check if the deleted file is listed in the Recycle Bin and select it to restore. 3. If the file is not in the Recycle Bin, try using the 'Previous Versions' tab in the Properties window of the file's location to see if an older version of the file exists. 4. If you still cannot find the file, try using a file recovery software such as Recuva or EaseUS Data Recovery Wizard. 5. If you still cannot recover the file, contact the IT helpdesk for further assistance. If the issue persists, contact the IT helpdesk.",high,Data & Storage,True,synthetic_groq,file_recovery
I need to recover a file that was deleted from a network drive. What are my options?,"1. Check with the network drive's administrator to see if they have a backup of the deleted file. 2. If the administrator does not have a backup, try using the 'Previous Versions' tab in the Properties window of the network drive to see if an older version of the file exists. 3. If you still cannot find the file, try using a file recovery software such as Recuva or EaseUS Data Recovery Wizard. 4. If you still cannot recover the file, contact the IT helpdesk for further assistance. 5. In the meantime, try to recreate the file from scratch or retrieve any relevant information from other sources. If the issue persists, contact the IT helpdesk.",high,Data & Storage,True,synthetic_groq,file_recovery
Why is my OneDrive not syncing files and showing sync errors?,"1. Check your internet connection and ensure it's stable. A weak or intermittent connection can cause OneDrive to fail syncing files. 2. Restart the OneDrive sync client and check if it starts syncing again. You can do this by closing the OneDrive application and then restarting it. 3. Clear the OneDrive cache by going to the OneDrive settings, clicking on 'Account', and then selecting 'Settings'. In the settings window, click on 'Clear cache' and then restart the OneDrive sync client. 4. Check for any conflicts with other applications that may be using the same folder or file path as OneDrive. Try moving the conflicting files or folders to a different location and see if OneDrive syncs successfully. 5. If none of the above steps resolve the issue, try uninstalling and reinstalling the OneDrive sync client to ensure you have the latest version.",medium,Data & Storage,True,synthetic_groq,onedrive_sync_issue
"I'm experiencing sync errors with OneDrive, what should I do?","1. Open the OneDrive sync client and click on the 'Help' button. Select 'Check for issues' to run a diagnostic test and identify any potential problems. 2. If the diagnostic test finds any issues, follow the recommended steps to resolve them. If not, proceed to the next step. 3. Check the OneDrive sync client settings to ensure that the correct folders are being synced and that the sync frequency is set to the desired interval. 4. Try syncing a specific folder or file to see if the issue is isolated to a particular item or if it's a broader OneDrive issue. 5. If none of the above steps resolve the issue, try restarting your computer and then check if OneDrive syncs successfully.",medium,Data & Storage,True,synthetic_groq,onedrive_sync_issue
Why is OneDrive showing sync errors and not syncing my files?,"1. Check the OneDrive sync client logs for any error messages that may indicate the cause of the issue. You can find the logs by going to the OneDrive settings, clicking on 'Account', and then selecting 'Settings'. In the settings window, click on 'View logs' and look for any error messages. 2. Ensure that the OneDrive sync client has the necessary permissions to access the files and folders it's trying to sync. You may need to grant additional permissions or adjust the folder permissions to resolve the issue. 3. Try syncing a different folder or file to see if the issue is isolated to a particular item or if it's a broader OneDrive issue. 4. Check for any conflicts with other applications that may be using the same folder or file path as OneDrive. Try moving the conflicting files or folders to a different location and see if OneDrive syncs successfully. 5. If none of the above steps resolve the issue, try uninstalling and reinstalling the OneDrive sync client to ensure you have the latest version.",medium,Data & Storage,True,synthetic_groq,onedrive_sync_issue
"I'm getting sync errors with OneDrive, how do I troubleshoot?","1. Check the OneDrive sync client settings to ensure that the correct folders are being synced and that the sync frequency is set to the desired interval. 2. Try syncing a specific folder or file to see if the issue is isolated to a particular item or if it's a broader OneDrive issue. 3. Check the OneDrive sync client logs for any error messages that may indicate the cause of the issue. You can find the logs by going to the OneDrive settings, clicking on 'Account', and then selecting 'Settings'. In the settings window, click on 'View logs' and look for any error messages. 4. Ensure that the OneDrive sync client has the necessary permissions to access the files and folders it's trying to sync. You may need to grant additional permissions or adjust the folder permissions to resolve the issue. 5. If none of the above steps resolve the issue, try restarting your computer and then check if OneDrive syncs successfully.",medium,Data & Storage,True,synthetic_groq,onedrive_sync_issue
"My OneDrive sync is not working, what could be the cause?","1. Check if the OneDrive sync client is running in the background and if it's properly configured. You can check the task manager to see if the OneDrive process is running. 2. Ensure that the OneDrive sync client has the necessary permissions to access the files and folders it's trying to sync. You may need to grant additional permissions or adjust the folder permissions to resolve the issue. 3. Try syncing a different folder or file to see if the issue is isolated to a particular item or if it's a broader OneDrive issue. 4. Check for any conflicts with other applications that may be using the same folder or file path as OneDrive. Try moving the conflicting files or folders to a different location and see if OneDrive syncs successfully. 5. If none of the above steps resolve the issue, try uninstalling and reinstalling the OneDrive sync client to ensure you have the latest version.",medium,Data & Storage,True,synthetic_groq,onedrive_sync_issue
How you could help me?,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
What you can do?,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
What help you provide?,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
How you can be helpful?,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
What support is offered,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
What services do you provide?,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
What can you help me with,I can guide you through 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4) Printing Issues 5) many more IT issues,medium,IT Support - General,True,kaggle_it_helpdesk,options
@gmail.com,The reset pin has been sent on your registered mobile number,medium,IT Support - General,True,kaggle_it_helpdesk,E-mail id
@outlook.com,The reset pin has been sent on your registered mobile number,medium,IT Support - General,True,kaggle_it_helpdesk,E-mail id
@yahoo.com,The reset pin has been sent on your registered mobile number,medium,IT Support - General,True,kaggle_it_helpdesk,E-mail id
@hotmail.in,The reset pin has been sent on your registered mobile number,medium,IT Support - General,True,kaggle_it_helpdesk,E-mail id
I’ve got the dreaded blue screen of death!,"Simply rebooting can fix the blue screen of death (or STOP error, as it is otherwise known).",medium,IT Support - General,True,kaggle_it_helpdesk,Blue Sreen issue
blue screen issue,"Simply rebooting can fix the blue screen of death (or STOP error, as it is otherwise known).",medium,IT Support - General,True,kaggle_it_helpdesk,Blue Sreen issue
I deleted some important files!,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner.",medium,IT Support - General,True,kaggle_it_helpdesk,Deleted files
Find my deleted files,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner.",medium,IT Support - General,True,kaggle_it_helpdesk,Deleted files
removed neccesary files,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner.",medium,IT Support - General,True,kaggle_it_helpdesk,Deleted files
I by mistake deleted my folders,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner.",medium,IT Support - General,True,kaggle_it_helpdesk,Deleted files
Can you help me with deleted files issue,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner.",medium,IT Support - General,True,kaggle_it_helpdesk,Deleted files
I am unable to find my files,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner.",medium,IT Support - General,True,kaggle_it_helpdesk,Deleted files
I just closed my document without saving!,"However, all your work is not definitely lost. If you have Auto-Recover options enabled in Microsoft Office, then there are some easy steps to recover your work. If not, you can also search for Word backup files by clicking “open”, “computer” and then browsing to the folder where the file was last saved. You may also be able to find your file by performing a search on your computer for temporary files with a .tmp file extension or a ~ prefix.",medium,IT Support - General,True,kaggle_it_helpdesk,Unsaved Document
Unsaved Document,"However, all your work is not definitely lost. If you have Auto-Recover options enabled in Microsoft Office, then there are some easy steps to recover your work. If not, you can also search for Word backup files by clicking “open”, “computer” and then browsing to the folder where the file was last saved. You may also be able to find your file by performing a search on your computer for temporary files with a .tmp file extension or a ~ prefix.",medium,IT Support - General,True,kaggle_it_helpdesk,Unsaved Document
Forgot to save my work,"However, all your work is not definitely lost. If you have Auto-Recover options enabled in Microsoft Office, then there are some easy steps to recover your work. If not, you can also search for Word backup files by clicking “open”, “computer” and then browsing to the folder where the file was last saved. You may also be able to find your file by performing a search on your computer for temporary files with a .tmp file extension or a ~ prefix.",medium,IT Support - General,True,kaggle_it_helpdesk,Unsaved Document
Slow Computer,"Here are my 10 quick tips for things you can do to speed up your PC 1. Cut down on start-up items 2. Uninstall programs you no longer use 3. Clean up your hard drive 4. Clean your browser 5. Scan for and remove malware 6. Adjust for better performance 7. Defrag your hard drive 8. Add more RAM. 9. Upgrade to an SSD drive 10. Don’t shut down, use Hibernate",medium,Hardware & Peripherals,True,kaggle_it_helpdesk,Slow Computer
My computer is running too slowly!,"Here are my 10 quick tips for things you can do to speed up your PC 1. Cut down on start-up items 2. Uninstall programs you no longer use 3. Clean up your hard drive 4. Clean your browser 5. Scan for and remove malware 6. Adjust for better performance 7. Defrag your hard drive 8. Add more RAM. 9. Upgrade to an SSD drive 10. Don’t shut down, use Hibernate",medium,Hardware & Peripherals,True,kaggle_it_helpdesk,Slow Computer
Computer is not fast,"Here are my 10 quick tips for things you can do to speed up your PC 1. Cut down on start-up items 2. Uninstall programs you no longer use 3. Clean up your hard drive 4. Clean your browser 5. Scan for and remove malware 6. Adjust for better performance 7. Defrag your hard drive 8. Add more RAM. 9. Upgrade to an SSD drive 10. Don’t shut down, use Hibernate",medium,Hardware & Peripherals,True,kaggle_it_helpdesk,Slow Computer
My computer just shut down unexpectedly!,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!",high,IT Support - General,True,kaggle_it_helpdesk,Unexpected Shut Down
computer shut down unexpected,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!",high,IT Support - General,True,kaggle_it_helpdesk,Unexpected Shut Down
Computer keeps shutting down,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!",high,IT Support - General,True,kaggle_it_helpdesk,Unexpected Shut Down
computer shutdown,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!",high,IT Support - General,True,kaggle_it_helpdesk,Unexpected Shut Down
pc shutdown,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!",high,IT Support - General,True,kaggle_it_helpdesk,Unexpected Shut Down
I can’t print anything!,"If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help.",medium,IT Support - General,True,kaggle_it_helpdesk,Printing issues
Printing issue,"If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help.",medium,IT Support - General,True,kaggle_it_helpdesk,Printing issues
My printer isn’t printing,"If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help.",medium,IT Support - General,True,kaggle_it_helpdesk,Printing issues
Can’t seem to use my department’s printer,"If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help.",medium,IT Support - General,True,kaggle_it_helpdesk,Printing issues
Nothing works,"Hey, I cant seems that you have not listed you Issue here. I can help you out with the following issues: 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4)Printing Issues and many more IT issues",medium,IT Support - General,True,kaggle_it_helpdesk,Vague
I have issues,"Hey, I cant seems that you have not listed you Issue here. I can help you out with the following issues: 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4)Printing Issues and many more IT issues",medium,IT Support - General,True,kaggle_it_helpdesk,Vague
I need Help,"Hey, I cant seems that you have not listed you Issue here. I can help you out with the following issues: 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4)Printing Issues and many more IT issues",medium,IT Support - General,True,kaggle_it_helpdesk,Vague
I have problems,"Hey, I cant seems that you have not listed you Issue here. I can help you out with the following issues: 1)Password Reset 2) Trouble-Shooting issues 3) Virus Issues 4)Printing Issues and many more IT issues",medium,IT Support - General,True,kaggle_it_helpdesk,Vague
I have virus in my laptop,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html and https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html If the issues are still there, consult the IT team",high,Security,True,kaggle_it_helpdesk,Virus
Virus issues,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html and https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html If the issues are still there, consult the IT team",high,Security,True,kaggle_it_helpdesk,Virus
Computer has a virus,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html and https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html If the issues are still there, consult the IT team",high,Security,True,kaggle_it_helpdesk,Virus
My Mouse is not working,"a) If you encounter a mouse problem, you should first try these options: 1) If it is a first-time issue, restarting your PC can resolve the issue instantly. 2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC. 3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port. 4)Check the mouse and the ports for damages and even try the mouse on a different computer. 4 If none of these solves the problem, you can now proceed to other solutions. b) Troubleshoot Hardware and Devices c) Updating Incompatible Mouse Drivers d) Roll Back or Reinstall Mouse Drivers e) Deactivate Enhanced Pointer Precision f) Adjusting the Mouse Sensitivity g) Configure Touchpad Delay h) Disable Touchpad",medium,IT Support - General,True,kaggle_it_helpdesk,Mouse
The mouse is dead,"a) If you encounter a mouse problem, you should first try these options: 1) If it is a first-time issue, restarting your PC can resolve the issue instantly. 2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC. 3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port. 4)Check the mouse and the ports for damages and even try the mouse on a different computer. 4 If none of these solves the problem, you can now proceed to other solutions. b) Troubleshoot Hardware and Devices c) Updating Incompatible Mouse Drivers d) Roll Back or Reinstall Mouse Drivers e) Deactivate Enhanced Pointer Precision f) Adjusting the Mouse Sensitivity g) Configure Touchpad Delay h) Disable Touchpad",medium,IT Support - General,True,kaggle_it_helpdesk,Mouse
Bluetooth mouse not working,"a) If you encounter a mouse problem, you should first try these options: 1) If it is a first-time issue, restarting your PC can resolve the issue instantly. 2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC. 3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port. 4)Check the mouse and the ports for damages and even try the mouse on a different computer. 4 If none of these solves the problem, you can now proceed to other solutions. b) Troubleshoot Hardware and Devices c) Updating Incompatible Mouse Drivers d) Roll Back or Reinstall Mouse Drivers e) Deactivate Enhanced Pointer Precision f) Adjusting the Mouse Sensitivity g) Configure Touchpad Delay h) Disable Touchpad",medium,IT Support - General,True,kaggle_it_helpdesk,Mouse
Mouse issues,"a) If you encounter a mouse problem, you should first try these options: 1) If it is a first-time issue, restarting your PC can resolve the issue instantly. 2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC. 3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port. 4)Check the mouse and the ports for damages and even try the mouse on a different computer. 4 If none of these solves the problem, you can now proceed to other solutions. b) Troubleshoot Hardware and Devices c) Updating Incompatible Mouse Drivers d) Roll Back or Reinstall Mouse Drivers e) Deactivate Enhanced Pointer Precision f) Adjusting the Mouse Sensitivity g) Configure Touchpad Delay h) Disable Touchpad",medium,IT Support - General,True,kaggle_it_helpdesk,Mouse
trackpad not working,"a) If you encounter a mouse problem, you should first try these options: 1) If it is a first-time issue, restarting your PC can resolve the issue instantly. 2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC. 3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port. 4)Check the mouse and the ports for damages and even try the mouse on a different computer. 4 If none of these solves the problem, you can now proceed to other solutions. b) Troubleshoot Hardware and Devices c) Updating Incompatible Mouse Drivers d) Roll Back or Reinstall Mouse Drivers e) Deactivate Enhanced Pointer Precision f) Adjusting the Mouse Sensitivity g) Configure Touchpad Delay h) Disable Touchpad",medium,IT Support - General,True,kaggle_it_helpdesk,Mouse
I need help with trackpad problems,"a) If you encounter a mouse problem, you should first try these options: 1) If it is a first-time issue, restarting your PC can resolve the issue instantly. 2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC. 3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port. 4)Check the mouse and the ports for damages and even try the mouse on a different computer. 4 If none of these solves the problem, you can now proceed to other solutions. b) Troubleshoot Hardware and Devices c) Updating Incompatible Mouse Drivers d) Roll Back or Reinstall Mouse Drivers e) Deactivate Enhanced Pointer Precision f) Adjusting the Mouse Sensitivity g) Configure Touchpad Delay h) Disable Touchpad",medium,IT Support - General,True,kaggle_it_helpdesk,Mouse
My computer does not recognise my USB device!,"First things to check are: 1) Does the device work in a different USB port on the machine? 2) Are other devices recognised in that port? 3) Does the device work on another user’s machine? If you have tried these troubleshooting methods and still no luck, then your IT support help-desk can proceed with some more in-depth troubleshooting.",medium,IT Support - General,True,kaggle_it_helpdesk,USB
Okay so i need help with pendrive,"First things to check are: 1) Does the device work in a different USB port on the machine? 2) Are other devices recognised in that port? 3) Does the device work on another user’s machine? If you have tried these troubleshooting methods and still no luck, then your IT support help-desk can proceed with some more in-depth troubleshooting.",medium,IT Support - General,True,kaggle_it_helpdesk,USB
USB issues,"First things to check are: 1) Does the device work in a different USB port on the machine? 2) Are other devices recognised in that port? 3) Does the device work on another user’s machine? If you have tried these troubleshooting methods and still no luck, then your IT support help-desk can proceed with some more in-depth troubleshooting.",medium,IT Support - General,True,kaggle_it_helpdesk,USB
Pendrive issues,"First things to check are: 1) Does the device work in a different USB port on the machine? 2) Are other devices recognised in that port? 3) Does the device work on another user’s machine? If you have tried these troubleshooting methods and still no luck, then your IT support help-desk can proceed with some more in-depth troubleshooting.",medium,IT Support - General,True,kaggle_it_helpdesk,USB
pendrive is not detected,"First things to check are: 1) Does the device work in a different USB port on the machine? 2) Are other devices recognised in that port? 3) Does the device work on another user’s machine? If you have tried these troubleshooting methods and still no luck, then your IT support help-desk can proceed with some more in-depth troubleshooting.",medium,IT Support - General,True,kaggle_it_helpdesk,USB
My internet is really slow!,"If you're connecting wirelessly, then the location may be the problem. The signal is not necessarily strong in all corners of the building. Similarly, you could just be too far away. If this is not the issue, then spyware or viruses are a likely cause.",medium,Network & Connectivity,True,kaggle_it_helpdesk,Slow Internet
slow internet,"If you're connecting wirelessly, then the location may be the problem. The signal is not necessarily strong in all corners of the building. Similarly, you could just be too far away. If this is not the issue, then spyware or viruses are a likely cause.",medium,Network & Connectivity,True,kaggle_it_helpdesk,Slow Internet
Cannot connect to Internet,"If you're connecting wirelessly, then the location may be the problem. The signal is not necessarily strong in all corners of the building. Similarly, you could just be too far away. If this is not the issue, then spyware or viruses are a likely cause.",medium,Network & Connectivity,True,kaggle_it_helpdesk,Slow Internet
Internet is not fast,"If you're connecting wirelessly, then the location may be the problem. The signal is not necessarily strong in all corners of the building. Similarly, you could just be too far away. If this is not the issue, then spyware or viruses are a likely cause.",medium,Network & Connectivity,True,kaggle_it_helpdesk,Slow Internet
My Wi-Fi keeps dropping,"If you're connecting wirelessly, then the location may be the problem. The signal is not necessarily strong in all corners of the building. Similarly, you could just be too far away. If this is not the issue, then spyware or viruses are a likely cause.",medium,Network & Connectivity,True,kaggle_it_helpdesk,Slow Internet
"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?","Thank you for reaching out, <name>. We are aware of the outage affecting the centralized account management system, and our technical team is actively working to resolve the issue. In the meantime, we suggest using alternative methods to manage your account, with a focus on restoring service as quickly as possible. We will provide an update as soon as the service is back online. We apologize for the inconvenience and appreciate your patience. If you have any further questions, please let us know.",high,Technical Support,True,customer_support_tickets,
"Connectivity Problems with Printer on MacBook Pro Dear Support Team, I am reporting a recurring issue with the Laser Printer when printing from MacBook Pros running macOS 15. Several team members have recently encountered this problem, which appears to be connected to the latest macOS 15 system updates. We believe the root cause might be a driver compatibility issue due to the updated operating systems or printer firmware. To troubleshoot, we have restarted the printers and MacBook devices, reinstalled the printer drivers, and verified configurations.","Thank you for reaching out regarding the connectivity problems with the Laser Printer on MacBook Pros after recent macOS 15 updates. We understand how disruptive this can be and appreciate your efforts in troubleshooting so far. To assist you further, please confirm the specific MacBook model and current macOS version you are using (including whether you have iOS devices like iPhones or iPads). Also, provide the model and driver version of the Laser Printer installed. Meanwhile, we recommend...",medium,Technical Support,True,customer_support_tickets,
"Guidelines for Incorporating Seagate Expansion Drives Dear Customer Support Team, I hope this message reaches you in good health. I am seeking comprehensive instructions on how to effectively integrate Seagate Expansion Desktop 6TB drives into healthcare storage solutions. My main priority is to guarantee that data management and storage procedures fully adhere to HIPAA and GDPR standards. Could you please share your suggestions for the best configuration of these drives within a healthcare setting? In particular, I am keen to learn about secure setup options that can assist in maintaining compliance.","Thank you for your query. To provide precise advice, please specify your operating system and storage environment. We recommend implementing hardware encryption, enforcing strict access controls, performing regular firmware updates, and adopting secure backup practices to ensure compliance with HIPAA and GDPR regulations.",high,Technical Support,True,customer_support_tickets,
"Audio Hardware Detected Dear Customer Support Team, I am reaching out to request help with a problem I am facing on my PC. Recently, the audio hardware is no longer being recognized by the system. Despite several troubleshooting efforts, such as reconnecting the device, updating the drivers, and restarting the computer, the issue persists. This problem has made the audio output completely unusable, impacting my ability to listen to media and participate in video calls. I have checked the Device Manager, and the audio hardware appears in the list of devices, with the connections confirmed.","Thank you for reaching out to us, <name>. Since the audio hardware is detected in Device Manager and drivers have been updated and the system restarted, please ensure the device is securely connected and try using a different port or cable. If you have a removable audio card, reseat it if possible. If these steps help, please let us know the specific model of your audio device, whether it is built-in or external, so we can provide more targeted assistance.",low,Technical Support,True,customer_support_tickets,
"Video Issue with Mini-Projector on Ubuntu Dear Customer Support Team, I am reaching out to report a persistent problem with my Mini-Projector during conference setup. Despite multiple troubleshooting attempts, the device's video output remains unrecognized. I suspect the issue may be related to compatibility problems with the Ubuntu 22.04 LTS operating system. To clarify: I have confirmed that both the Mini-Projector system and Ubuntu 22.04 LTS are fully updated with the latest firmware and software. Initially, there was a video output when connecting the device for the conference presentation. However, subsequent attempts have failed to produce the display. Thank you for your assistance in resolving this issue with Ubuntu 22.04 LTS. To help us better assist you, please provide the exact model of your Mini-Projector, the type of connection used (HDMI, USB-C, etc.), and confirm whether the device functions correctly with other operating systems. If possible, kindly include logs or screenshots related to the display issue from your Ubuntu system. This information will help us recommend the most effective solution.","Thank you for contacting us regarding the Mini-Projector issue with Ubuntu 22.04 LTS. To assist you further, please specify the exact model of your Mini-Projector and the connection type (such as HDMI, USB-C, etc.) you are using, and confirm whether the device operates properly with other operating systems. If feasible, kindly send us logs or screenshots related to the display problem on your Ubuntu system. This information will enable us to suggest the most suitable fix.",high,Technical Support,True,customer_support_tickets,
